Beef Brazil LUC Intensity LUC Intensity (tCO2e/t);101,7001155
Beef Canada LUC Intensity (tCO2e/t);1,37002791
Beef Central America LUC Intensity (tCO2e/t);19,83913299
Beef Central Asia LUC Intensity (tCO2e/t);39,527955
Beef Central Europe LUC Intensity (tCO2e/t);7,459911992
Beef China Region LUC Intensity (tCO2e/t);0,733081571
Beef Eastern Africa LUC Intensity (tCO2e/t);6,405741444
Beef India LUC Intensity (tCO2e/t);0,744085279
Beef Indonesia Region LUC Intensity (tCO2e/t);61,99001897
Beef Japan LUC Intensity (tCO2e/t);5,16803856
Beef Korea LUC Intensity (tCO2e/t);25,26647159
Beef Mexico LUC Intensity (tCO2e/t);57,79421837
Beef Middle East LUC Intensity (tCO2e/t);4,262554238
Beef Northern Africa LUC Intensity (tCO2e/t);3,097920424
Beef Oceania LUC Intensity (tCO2e/t);9,68609353
Beef Rest of South America LUC Intensity (tCO2e/t);24,28098534
Beef Rest of South Asia LUC Intensity (tCO2e/t);17,3538633
Beef Rest of Southern Africa LUC Intensity (tCO2e/t);9,457818756
Beef Russia Region LUC Intensity (tCO2e/t);24,95806172
Beef South Africa LUC Intensity (tCO2e/t);6,469532323
Beef Southeast Asia LUC Intensity (tCO2e/t);45,67465322
Beef Turkey LUC Intensity (tCO2e/t);3,297639508
Beef Ukraine Region LUC Intensity (tCO2e/t);1,498478378
Beef USA LUC Intensity (tCO2e/t);8,084451912
Beef Western Africa LUC Intensity (tCO2e/t);28,4209899
Beef Western Europe LUC Intensity (tCO2e/t);10,18503554
Beef World LUC Intensity (tCO2e/t);25,80514382
Chicken Brazil LUC Intensity (tCO2e/t);9,768619982
Chicken Canada LUC Intensity (tCO2e/t);1,168880895
Chicken Central America LUC Intensity (tCO2e/t);8,962678592
Chicken Central Asia LUC Intensity (tCO2e/t);1,292350653
Chicken Central Europe LUC Intensity (tCO2e/t);1,300771158
Chicken China Region LUC Intensity (tCO2e/t);0,186636817
Chicken Eastern Africa LUC Intensity (tCO2e/t);2,814882035
Chicken India LUC Intensity (tCO2e/t);0,334642839
Chicken Indonesia Region LUC Intensity (tCO2e/t);18,35602603
Chicken Japan LUC Intensity (tCO2e/t);3,985600637
Chicken Korea LUC Intensity (tCO2e/t);7,403275098
Chicken Mexico LUC Intensity (tCO2e/t);6,201627619
Chicken Middle East LUC Intensity (tCO2e/t);0,772497103
Chicken Northern Africa LUC Intensity (tCO2e/t);1,094861694
Chicken Oceania LUC Intensity (tCO2e/t);5,534120665
Chicken Rest of South America LUC Intensity (tCO2e/t);3,964871556
Chicken Rest of South Asia LUC Intensity (tCO2e/t);3,16455801
Chicken Rest of Southern Africa LUC Intensity (tCO2e/t);16,82554275
Chicken Russia Region LUC Intensity (tCO2e/t);6,579740826
Chicken South Africa LUC Intensity (tCO2e/t);0,835105158
Chicken Southeast Asia LUC Intensity (tCO2e/t);13,90020215
Chicken Turkey LUC Intensity (tCO2e/t);0,754755226
Chicken Ukraine Region LUC Intensity (tCO2e/t);0,314496298
Chicken USA LUC Intensity (tCO2e/t);0,437588457
Chicken Western Africa LUC Intensity (tCO2e/t);13,29799513
Chicken Western Europe LUC Intensity (tCO2e/t);2,516279142
Chicken World LUC Intensity (tCO2e/t);3,098072032
Dairy Brazil LUC Intensity (tCO2e/t);2,506500937
Dairy Canada LUC Intensity (tCO2e/t);0,06531773
Dairy Central America LUC Intensity (tCO2e/t);0,436901145
Dairy Central Asia LUC Intensity (tCO2e/t);1,326190909
Dairy Central Europe LUC Intensity (tCO2e/t);0,34019146
Dairy China Region LUC Intensity (tCO2e/t);0,027612528
Dairy Eastern Africa LUC Intensity (tCO2e/t);0,591237492
Dairy India LUC Intensity (tCO2e/t);0,022779651
Dairy Indonesia Region LUC Intensity (tCO2e/t);1,573018521
Dairy Japan LUC Intensity (tCO2e/t);0,142252455
Dairy Korea LUC Intensity (tCO2e/t);0,789982187
Dairy Mexico LUC Intensity (tCO2e/t);1,85781214
Dairy Middle East LUC Intensity (tCO2e/t);0,167962547
Dairy Northern Africa LUC Intensity (tCO2e/t);0,11877899
Dairy Oceania LUC Intensity (tCO2e/t);0,447244059
Dairy Rest of South America LUC Intensity (tCO2e/t);0,609578517
Dairy Rest of South Asia LUC Intensity (tCO2e/t);0,405333456
Dairy Rest of Southern Africa LUC Intensity (tCO2e/t);0,881922203
Dairy Russia Region LUC Intensity (tCO2e/t);1,693584629
Dairy South Africa LUC Intensity (tCO2e/t);0,084456323
Dairy Southeast Asia LUC Intensity (tCO2e/t);1,27051001
Dairy Turkey LUC Intensity (tCO2e/t);0,118582343
Dairy Ukraine Region LUC Intensity (tCO2e/t);0,10977376
Dairy USA LUC Intensity (tCO2e/t);0,183297849
Dairy Western Africa LUC Intensity (tCO2e/t);2,630674386
Dairy Western Europe LUC Intensity (tCO2e/t);0,428765571
Dairy World LUC Intensity (tCO2e/t);0,493680014
Leather Brazil LUC Intensity (tCO2e/t);14,52858793
Leather Canada LUC Intensity (tCO2e/t);0,293577409
Leather Central America LUC Intensity (tCO2e/t);2,834161855
Leather Central Asia LUC Intensity (tCO2e/t);8,47027607
Leather Central Europe LUC Intensity (tCO2e/t);3,729955996
Leather China Region LUC Intensity (tCO2e/t);0,157088908
Leather Eastern Africa LUC Intensity (tCO2e/t);1,372658881
Leather India LUC Intensity (tCO2e/t);0,159446845
Leather Indonesia Region LUC Intensity (tCO2e/t);13,28357549
Leather Japan LUC Intensity (tCO2e/t);1,107436834
Leather Korea LUC Intensity (tCO2e/t);5,414243912
Leather Mexico LUC Intensity (tCO2e/t);12,38447537
Leather Middle East LUC Intensity (tCO2e/t);0,913404479
Leather Northern Africa LUC Intensity (tCO2e/t);0,663840091
Leather Oceania LUC Intensity (tCO2e/t);2,767455294
Leather Rest of South America LUC Intensity (tCO2e/t);3,468712192
Leather Rest of South Asia LUC Intensity (tCO2e/t);3,718684992
Leather Rest of Southern Africa LUC Intensity (tCO2e/t);2,026675448
Leather Russia Region LUC Intensity (tCO2e/t);8,913593472
Leather South Africa LUC Intensity (tCO2e/t);1,386328355
Leather Southeast Asia LUC Intensity (tCO2e/t);9,787425689
Leather Turkey LUC Intensity (tCO2e/t);1,177728396
Leather Ukraine Region LUC Intensity (tCO2e/t);0,535170849
Leather USA LUC Intensity (tCO2e/t);1,732382553
Leather Western Africa LUC Intensity (tCO2e/t);6,090212121
Leather Western Europe LUC Intensity (tCO2e/t);5,092517771
Leather World LUC Intensity (tCO2e/t);5,940177142
Maize Brazil LUC Intensity (tCO2e/t);1,548930387
Maize Canada LUC Intensity (tCO2e/t);0,039971846
Maize Central America LUC Intensity (tCO2e/t);2,989393716
Maize Central Asia LUC Intensity (tCO2e/t);0,140435551
Maize Central Europe LUC Intensity (tCO2e/t);0,189755515
Maize China Region LUC Intensity (tCO2e/t);0,041461437
Maize Eastern Africa LUC Intensity (tCO2e/t);0,666886818
Maize India LUC Intensity (tCO2e/t);0,053758121
Maize Indonesia Region LUC Intensity (tCO2e/t);1,738453082
Maize Japan LUC Intensity (tCO2e/t);0,703142311
Maize Korea LUC Intensity (tCO2e/t);0,900152946
Maize Mexico LUC Intensity (tCO2e/t);0,720645412
Maize Middle East LUC Intensity (tCO2e/t);0,162909955
Maize Northern Africa LUC Intensity (tCO2e/t);0,012411361
Maize Oceania LUC Intensity (tCO2e/t);0,475707837
Maize Rest of South America LUC Intensity (tCO2e/t);1,053265167
Maize Rest of South Asia LUC Intensity (tCO2e/t);0,474814344
Maize Rest of Southern Africa LUC Intensity (tCO2e/t);9,92047031
Maize Russia Region LUC Intensity (tCO2e/t);1,198913506
Maize South Africa LUC Intensity (tCO2e/t);0,161459537
Maize Southeast Asia LUC Intensity (tCO2e/t);1,023167281
Maize Turkey LUC Intensity (tCO2e/t);0,063103545
Maize Ukraine Region LUC Intensity (tCO2e/t);0,046814653
Maize USA LUC Intensity (tCO2e/t);0,052207535
Maize Western Africa LUC Intensity (tCO2e/t);3,819154373
Maize Western Europe LUC Intensity (tCO2e/t);0,077347412
Maize World LUC Intensity (tCO2e/t);0,544657119
Palm Oil Brazil LUC Intensity (tCO2e/t);1,430308959
Palm Oil Canada LUC Intensity (tCO2e/t);0
Palm Oil Central America LUC Intensity (tCO2e/t);0,579337716
Palm Oil Central Asia LUC Intensity (tCO2e/t);0
Palm Oil Central Europe LUC Intensity (tCO2e/t);0
Palm Oil China Region LUC Intensity (tCO2e/t);0
Palm Oil Eastern Africa LUC Intensity (tCO2e/t);0,026312748
Palm Oil India LUC Intensity (tCO2e/t);0
Palm Oil Indonesia Region LUC Intensity (tCO2e/t);2,407927082
Palm Oil Japan LUC Intensity (tCO2e/t);0
Palm Oil Korea LUC Intensity (tCO2e/t);0
Palm Oil Mexico LUC Intensity (tCO2e/t);0
Palm Oil Middle East LUC Intensity (tCO2e/t);0
Palm Oil Northern Africa LUC Intensity (tCO2e/t);0
Palm Oil Oceania LUC Intensity (tCO2e/t);0,818136258
Palm Oil Rest of South America LUC Intensity (tCO2e/t);1,114634801
Palm Oil Rest of South Asia LUC Intensity (tCO2e/t);0
Palm Oil Rest of Southern Africa LUC Intensity (tCO2e/t);0,081155787
Palm Oil Russia Region LUC Intensity (tCO2e/t);0
Palm Oil South Africa LUC Intensity (tCO2e/t);0
Palm Oil Southeast Asia LUC Intensity (tCO2e/t);0,440893126
Palm Oil Turkey LUC Intensity (tCO2e/t);0
Palm Oil Ukraine Region LUC Intensity (tCO2e/t);0
Palm Oil USA LUC Intensity (tCO2e/t);0
Palm Oil Western Africa LUC Intensity (tCO2e/t);2,613007347
Palm Oil Western Europe LUC Intensity (tCO2e/t);0
Palm Oil World LUC Intensity (tCO2e/t);1,347045401
Pork Brazil LUC Intensity (tCO2e/t);14,54264524
Pork Canada LUC Intensity (tCO2e/t);0,688364805
Pork Central America LUC Intensity (tCO2e/t);10,58309765
Pork Central Asia LUC Intensity (tCO2e/t);5,59304793
Pork Central Europe LUC Intensity (tCO2e/t);1,18242908
Pork China Region LUC Intensity (tCO2e/t);0,214733986
Pork Eastern Africa LUC Intensity (tCO2e/t);3,240397316
Pork India LUC Intensity (tCO2e/t);0,504064108
Pork Indonesia Region LUC Intensity (tCO2e/t);18,80109935
Pork Japan LUC Intensity (tCO2e/t);3,675743543
Pork Korea LUC Intensity (tCO2e/t);5,909927896
Pork Mexico LUC Intensity (tCO2e/t);5,42557174
Pork Middle East LUC Intensity (tCO2e/t);1,129838951
Pork Northern Africa LUC Intensity (tCO2e/t);1,697866326
Pork Oceania LUC Intensity (tCO2e/t);6,035256806
Pork Rest of South America LUC Intensity (tCO2e/t);5,266968156
Pork Rest of South Asia LUC Intensity (tCO2e/t);5,027505501
Pork Rest of Southern Africa LUC Intensity (tCO2e/t);15,47354769
Pork Russia Region LUC Intensity (tCO2e/t);6,751871406
Pork South Africa LUC Intensity (tCO2e/t);1,004222609
Pork Southeast Asia LUC Intensity (tCO2e/t);13,64723244
Pork Turkey LUC Intensity (tCO2e/t);1,185386935
Pork Ukraine Region LUC Intensity (tCO2e/t);0,316817156
Pork USA LUC Intensity (tCO2e/t);0,669040218
Pork Western Africa LUC Intensity (tCO2e/t);16,14228298
Pork Western Europe LUC Intensity (tCO2e/t);3,084373002
Pork World LUC Intensity (tCO2e/t);2,468096342
Rice Brazil LUC Intensity (tCO2e/t);0,913589966
Rice Canada LUC Intensity (tCO2e/t);0
Rice Central America LUC Intensity (tCO2e/t);0,48511226
Rice Central Asia LUC Intensity (tCO2e/t);0,066155691
Rice Central Europe LUC Intensity (tCO2e/t);0,330226047
Rice China Region LUC Intensity (tCO2e/t);0,007726988
Rice Eastern Africa LUC Intensity (tCO2e/t);0,823565858
Rice India LUC Intensity (tCO2e/t);0,010071754
Rice Indonesia Region LUC Intensity (tCO2e/t);0,888056189
Rice Japan LUC Intensity (tCO2e/t);0,057795904
Rice Korea LUC Intensity (tCO2e/t);0,039958881
Rice Mexico LUC Intensity (tCO2e/t);0,386507961
Rice Middle East LUC Intensity (tCO2e/t);0,075716997
Rice Northern Africa LUC Intensity (tCO2e/t);0,005151706
Rice Oceania LUC Intensity (tCO2e/t);0,672657184
Rice Rest of South America LUC Intensity (tCO2e/t);1,639942456
Rice Rest of South Asia LUC Intensity (tCO2e/t);0,139206737
Rice Rest of Southern Africa LUC Intensity (tCO2e/t);6,280559226
Rice Russia Region LUC Intensity (tCO2e/t);0,420647303
Rice South Africa LUC Intensity (tCO2e/t);0,083687669
Rice Southeast Asia LUC Intensity (tCO2e/t);0,403930889
Rice Turkey LUC Intensity (tCO2e/t);0,072714165
Rice Ukraine Region LUC Intensity (tCO2e/t);0,032051319
Rice USA LUC Intensity (tCO2e/t);0,123704922
Rice Western Africa LUC Intensity (tCO2e/t);2,883327239
Rice Western Europe LUC Intensity (tCO2e/t);0,050866019
Rice World LUC Intensity (tCO2e/t);0,28668308
Soya Brazil LUC Intensity (tCO2e/t);3,538104609
Soya Canada LUC Intensity (tCO2e/t);0,926489655
Soya Central America LUC Intensity (tCO2e/t);1,663233826
Soya Central Asia LUC Intensity (tCO2e/t);0,290959291
Soya Central Europe LUC Intensity (tCO2e/t);0,662225365
Soya China Region LUC Intensity (tCO2e/t);0,075650633
Soya Eastern Africa LUC Intensity (tCO2e/t);1,590815411
Soya India LUC Intensity (tCO2e/t);0,234970793
Soya Indonesia Region LUC Intensity (tCO2e/t);11,37209428
Soya Japan LUC Intensity (tCO2e/t);1,42734426
Soya Korea LUC Intensity (tCO2e/t);0,838513939
Soya Mexico LUC Intensity (tCO2e/t);2,999162256
Soya Middle East LUC Intensity (tCO2e/t);0,316281496
Soya Northern Africa LUC Intensity (tCO2e/t);0,000927366
Soya Oceania LUC Intensity (tCO2e/t);3,506648138
Soya Rest of South America LUC Intensity (tCO2e/t);0,958035368
Soya Rest of South Asia LUC Intensity (tCO2e/t);2,052556232
Soya Rest of Southern Africa LUC Intensity (tCO2e/t);10,0691131
Soya Russia Region LUC Intensity (tCO2e/t);2,833052992
Soya South Africa LUC Intensity (tCO2e/t);0,611028868
Soya Southeast Asia LUC Intensity (tCO2e/t);6,69736288
Soya Turkey LUC Intensity (tCO2e/t);0,714652742
Soya Ukraine Region LUC Intensity (tCO2e/t);0,13039996
Soya USA LUC Intensity (tCO2e/t);0,118162394
Soya Western Africa LUC Intensity (tCO2e/t);9,074560662
Soya Western Europe LUC Intensity (tCO2e/t);0,77183477
Soya World LUC Intensity (tCO2e/t);1,115712564
Timber & Wood Fiber Brazil LUC Intensity (tCO2e/m3);0,135692329
Timber & Wood Fiber Canada LUC Intensity (tCO2e/m3);0,142294637
Timber & Wood Fiber Central America LUC Intensity (tCO2e/m3);0,218224985
Timber & Wood Fiber Central Asia LUC Intensity (tCO2e/m3);0,009492796
Timber & Wood Fiber Central Europe LUC Intensity (tCO2e/m3);0,000740303
Timber & Wood Fiber China Region LUC Intensity (tCO2e/m3);2,10E-05
Timber & Wood Fiber Eastern Africa LUC Intensity (tCO2e/m3);0,026810911
Timber & Wood Fiber India LUC Intensity (tCO2e/m3);0
Timber & Wood Fiber Indonesia Region LUC Intensity (tCO2e/m3);0,170428569
Timber & Wood Fiber Japan LUC Intensity (tCO2e/m3);0,000406084
Timber & Wood Fiber Korea LUC Intensity (tCO2e/m3);0,045830539
Timber & Wood Fiber Mexico LUC Intensity (tCO2e/m3);0,051211465
Timber & Wood Fiber Middle East LUC Intensity (tCO2e/m3);0
Timber & Wood Fiber Northern Africa LUC Intensity (tCO2e/m3);0,002752975
Timber & Wood Fiber Oceania LUC Intensity (tCO2e/m3);0,005977629
Timber & Wood Fiber Rest of South America LUC Intensity (tCO2e/m3);0,040427728
Timber & Wood Fiber Rest of South Asia LUC Intensity (tCO2e/m3);0,039319159
Timber & Wood Fiber Rest of Southern Africa LUC Intensity (tCO2e/m3);0,108634908
Timber & Wood Fiber Russia Region LUC Intensity (tCO2e/m3);0,278838212
Timber & Wood Fiber South Africa LUC Intensity (tCO2e/m3);0,000314042
Timber & Wood Fiber Southeast Asia LUC Intensity (tCO2e/m3);0,099820679
Timber & Wood Fiber Turkey LUC Intensity (tCO2e/m3);0,051866596
Timber & Wood Fiber Ukraine Region LUC Intensity (tCO2e/m3);0,000334665
Timber & Wood Fiber USA LUC Intensity (tCO2e/m3);0,014447461
Timber & Wood Fiber Western Africa LUC Intensity (tCO2e/m3);0,116645616
Timber & Wood Fiber Western Europe LUC Intensity (tCO2e/m3);0,098885699
Timber & Wood Fiber World LUC Intensity (tCO2e/m3);0,060434827
Wheat Brazil LUC Intensity (tCO2e/t);8,392623158
Wheat Canada LUC Intensity (tCO2e/t);0,111420678
Wheat Central America LUC Intensity (tCO2e/t);6,336209864
Wheat Central Asia LUC Intensity (tCO2e/t);0,276288417
Wheat Central Europe LUC Intensity (tCO2e/t);0,198596163
Wheat China Region LUC Intensity (tCO2e/t);0,006514324
Wheat Eastern Africa LUC Intensity (tCO2e/t);0,428741902
Wheat India LUC Intensity (tCO2e/t);0,030199319
Wheat Indonesia Region LUC Intensity (tCO2e/t);0
Wheat Japan LUC Intensity (tCO2e/t);0,304171998
Wheat Korea LUC Intensity (tCO2e/t);5,194301818
Wheat Mexico LUC Intensity (tCO2e/t);0,463774633
Wheat Middle East LUC Intensity (tCO2e/t);0,220769592
Wheat Northern Africa LUC Intensity (tCO2e/t);0,67617851
Wheat Oceania LUC Intensity (tCO2e/t);0,685373451
Wheat Rest of South America LUC Intensity (tCO2e/t);3,28193647
Wheat Rest of South Asia LUC Intensity (tCO2e/t);0,3459736
Wheat Rest of Southern Africa LUC Intensity (tCO2e/t);6,930263675
Wheat Russia Region LUC Intensity (tCO2e/t);1,503158002
Wheat South Africa LUC Intensity (tCO2e/t);0,120914311
Wheat Southeast Asia LUC Intensity (tCO2e/t);3,835267718
Wheat Turkey LUC Intensity (tCO2e/t);0,137200811
Wheat Ukraine Region LUC Intensity (tCO2e/t);0,083939432
Wheat USA LUC Intensity (tCO2e/t);0,2714261
Wheat Western Africa LUC Intensity (tCO2e/t);10,56546924
Wheat Western Europe LUC Intensity (tCO2e/t);0,084328336
Wheat World LUC Intensity (tCO2e/t);0,438487542